contrast,model,scenario,label_budget,target_fpr,metric,n_seeds,mean_difference,sd_difference,ci95_low,ci95_high,exact_signflip_p_two_sided,cohen_dz,wins,ties,losses,holm_p_primary4
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.01,roc_auc,10,-9.667426561887904e-05,0.01205320366996461,-0.008719016750212067,0.00852566821897431,0.984375,-0.00802062823013451,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.02,recall,10,0.08317580340264649,0.03724641891904636,0.05653132040557191,0.10982028639972108,0.001953125,2.2331221582248175,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.02,recall,10,0.09385633270321359,0.03403244480583952,0.06951098828368928,0.1182016771227379,0.001953125,2.7578486717213178,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.02,recall,10,0.010680529300567098,0.0372332246978721,-0.01595451511927133,0.03731557372040553,0.38671875,0.28685480205472225,7,1,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.02,empirical_fpr,10,0.0010536879076768688,0.00420764406267604,-0.001956279330499272,0.00406365514585301,0.4609375,0.25042230093168305,5,1,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.02,empirical_fpr,10,1.8735013540549518e-17,0.005352065562803149,-0.0038286370616535856,0.003828637061653623,1.0,3.500520186217046e-15,5,0,5,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.02,empirical_fpr,10,-0.0010536879076768501,0.005703515574938969,-0.005133737162621499,0.003026361347267799,0.587890625,-0.184743583818148,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.02,precision,10,0.0033934454780864764,0.008153209864915066,-0.002439009504752777,0.00922590046092573,0.21484375,0.41620975472361726,5,0,5,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.02,precision,10,0.006810386895608478,0.011064878001084223,-0.0011049499963855808,0.014725723787602537,0.08984375,0.6154958866190068,7,0,3,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.02,precision,10,0.0034169414175220015,0.012579009918377005,-0.005581540198084815,0.012415423033128817,0.3984375,0.2716383435337071,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.02,f1,10,0.05467982183941565,0.023437990259377425,0.037913293644882565,0.07144635003394874,0.001953125,2.332956931643852,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.02,f1,10,0.06306186416416845,0.022025020085480896,0.047306113941487794,0.07881761438684912,0.001953125,2.863192129651652,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.02,f1,10,0.008382042324752792,0.025008631803319203,-0.009508055145071232,0.026272139794576814,0.296875,0.3351659695209839,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.02,average_precision,10,0.000823680281659267,0.01934499915568031,-0.013014898460695248,0.014662259024013783,0.900390625,0.04257846046053758,4,0,6,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.02,average_precision,10,0.011466911065114927,0.008169132742725387,0.005623065541670852,0.017310756588559004,0.005859375,1.4036876895318187,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.02,average_precision,10,0.01064323078345566,0.021741455543806944,-0.004909669586045119,0.026196131152956437,0.15625,0.4895362576811186,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.02,roc_auc,10,-0.016372118103342815,0.02799589975168575,-0.03639917833006846,0.0036549421233828365,0.09765625,-0.5848041409119913,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.02,roc_auc,10,0.0020269667845019155,0.01732445391160832,-0.010366200963643806,0.014420134532647639,0.67578125,0.11700032767807696,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.02,roc_auc,10,0.01839908488784473,0.03048463023174463,-0.0034083058749347223,0.040206475650624185,0.091796875,0.6035528313112084,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.02,recall,10,0.08317580340264649,0.03724641891904636,0.05653132040557191,0.10982028639972108,0.001953125,2.2331221582248175,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.02,recall,10,0.09385633270321359,0.03403244480583952,0.06951098828368928,0.1182016771227379,0.001953125,2.7578486717213178,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.02,recall,10,0.010680529300567098,0.0372332246978721,-0.01595451511927133,0.03731557372040553,0.38671875,0.28685480205472225,7,1,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.02,empirical_fpr,10,0.001512287334593573,0.00506453214805548,-0.002110660713117877,0.005135235382305023,0.390625,0.2986035610760638,6,1,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.02,empirical_fpr,10,-0.0019848771266540804,0.00504981106619981,-0.005597294346796457,0.001627540093488296,0.259765625,-0.3930596809729323,2,0,8,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.02,empirical_fpr,10,-0.003497164461247654,0.005565958474624792,-0.007478811294514826,0.0004844823720195177,0.0859375,-0.6283130708199187,4,1,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.02,precision,10,0.0008562680623577012,0.006190359367032044,-0.0035720482613982806,0.005284584386113683,0.669921875,0.13832283581433452,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.02,precision,10,0.006534523211112153,0.0051931174380287345,0.002819590788209823,0.010249455634014484,0.0078125,1.258304532699458,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.02,precision,10,0.005678255148754452,0.0066923983583416615,0.0008908017654897142,0.01046570853201919,0.03125,0.8484634124740732,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.02,f1,10,0.05508642829491626,0.024578119850701255,0.037504300523508005,0.07266855606632451,0.001953125,2.2412791795929237,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.02,f1,10,0.06420376626162427,0.02257378282324289,0.048055454824736506,0.08035207769851205,0.001953125,2.844174003283023,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.02,f1,10,0.009117337966708017,0.025092669216674038,-0.008832876247120784,0.027067552180536816,0.27734375,0.3633466765922838,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.02,average_precision,10,-0.003730090450060353,0.014599749941188457,-0.014174122396192375,0.00671394149607167,0.44921875,-0.2554900231227326,4,0,6,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.02,average_precision,10,0.005162822357571284,0.006807784509982184,0.0002928266938750819,0.010032818021267487,0.05078125,0.758370414046022,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.02,average_precision,10,0.008892912807631636,0.015326915913405733,-0.002071302338525741,0.019857127953789015,0.119140625,0.5802154104501496,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.02,roc_auc,10,-0.017051781190032932,0.02796625926379793,-0.03705763788905117,0.0029540755089853057,0.091796875,-0.609726922331236,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.02,roc_auc,10,0.001542527721098763,0.01691776759497894,-0.010559714161875174,0.0136447696040727,0.7421875,0.09117797087817739,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.02,roc_auc,10,0.018594308911131695,0.029311423039898993,-0.002373819984805795,0.03956243780706918,0.076171875,0.6343707327283613,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.02,recall,10,0.11095,0.08094397925588896,0.05304616544112289,0.1688538345588771,0.00390625,1.37070108264943,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.02,recall,10,0.11702499999999998,0.05843639110653186,0.0752221240609068,0.15882787593909314,0.001953125,2.0026048457828063,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.02,recall,10,0.006074999999999997,0.0577056768341633,-0.035205154438050085,0.04735515443805008,0.75390625,0.10527560429554542,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.02,empirical_fpr,10,0.0067,0.006020566603088302,0.0023931461025180224,0.011006853897481978,0.01171875,1.1128520688672685,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.02,empirical_fpr,10,0.004950000000000001,0.005209233255586767,0.001223539015711884,0.008676460984288118,0.017578125,0.9502358134359323,7,0,3,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.02,empirical_fpr,10,-0.0017499999999999994,0.005751811308912464,-0.005864597941772364,0.002364597941772365,0.3671875,-0.30425198359486594,4,1,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.02,precision,10,-0.004758784070439548,0.00610165534106873,-0.009123645356633705,-0.0003939227842453914,0.041015625,-0.7799168921275104,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.02,precision,10,-0.0026344351782817466,0.0052810764726630805,-0.006412289704053824,0.001143419347490331,0.150390625,-0.4988443534038211,3,0,7,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.02,precision,10,0.0021243488921578015,0.006561285975730712,-0.0025693123427456077,0.006818010127061211,0.34375,0.3237702029778116,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.02,f1,10,0.06484324633713683,0.04983512586178569,0.029193344891110307,0.10049314778316334,0.00390625,1.3011554644604515,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.02,f1,10,0.06870771103406542,0.03686468197410583,0.04233630619682495,0.0950791158713059,0.001953125,1.863781466562671,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.02,f1,10,0.0038644646969285936,0.03621682692963547,-0.02204349256017063,0.029772421954027815,0.751953125,0.10670356915686567,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.02,average_precision,10,0.0031492131715709637,0.010391478773555531,-0.004284402932523231,0.01058282927566516,0.37890625,0.30305726838273994,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.02,average_precision,10,0.005451680753121579,0.0045974973001134895,0.002162829309222647,0.008740532197020512,0.0078125,1.185793138581507,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.02,average_precision,10,0.0023024675815506157,0.010021761469750682,-0.0048666686960033905,0.009471603859104623,0.4921875,0.22974679536130446,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.02,roc_auc,10,-0.0005556437500000788,0.012829916680445395,-0.009733613250611691,0.008622325750611533,0.890625,-0.04330844570853359,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.02,roc_auc,10,0.0032237499999999697,0.004106784180648372,0.00028593357496949036,0.006161566425030449,0.02734375,0.784981595865359,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.02,roc_auc,10,0.0037793937500000484,0.01232258380271415,-0.00503565167289158,0.012594439172891677,0.3515625,0.30670464981277756,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.02,recall,10,0.14852255054432348,0.10759620124181933,0.07155286492787681,0.22549223616077013,0.00390625,1.3803698349026594,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.02,recall,10,0.15816485225505444,0.07746943587778936,0.10274655629685694,0.21358314821325194,0.001953125,2.0416419774188728,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.02,recall,10,0.009642301710730949,0.074255512498593,-0.04347689196284105,0.06276149538430295,0.689453125,0.1298530087030731,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.02,empirical_fpr,10,0.005391394504924832,0.008859153913087206,-0.000946062428015728,0.011728851437865392,0.0859375,0.6085676530532313,6,1,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.02,empirical_fpr,10,0.0097978227060653,0.006861966511310864,0.004889067573538356,0.014706577838592243,0.00390625,1.4278447278801407,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.02,empirical_fpr,10,0.0044064282011404676,0.005881587152278352,0.00019899421358585394,0.00861386218869508,0.05078125,0.7491903268718119,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.02,precision,10,-0.0014446596682831769,0.00879850546660279,-0.007738731316193645,0.00484941197962729,0.59375,-0.16419375697006616,4,0,6,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.02,precision,10,-0.006360914782077287,0.007343259144443478,-0.011613965923516958,-0.0011078636406376156,0.033203125,-0.8662250176599698,2,0,8,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.02,precision,10,-0.00491625511379411,0.005573116036333269,-0.008903022158259478,-0.0009294880693287415,0.021484375,-0.8821375836683047,1,0,9,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.02,f1,10,0.09330153623801297,0.07011288527974559,0.04314579955437874,0.1434572729216472,0.00390625,1.330733086589523,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.02,f1,10,0.09612016625691878,0.0532099800712263,0.0580560395454651,0.13418429296837248,0.001953125,1.8064311643840756,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.02,f1,10,0.00281863001890581,0.047398971529519066,-0.031088551601480365,0.036725811639291985,0.859375,0.05946605860741994,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.02,average_precision,10,0.011678903765137383,0.011203557999720335,0.003664361178396528,0.019693446351878238,0.01171875,1.0424281076983681,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.02,average_precision,10,0.011157263499812409,0.0070404098552971734,0.006120857688837206,0.016193669310787612,0.001953125,1.5847463044239865,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.02,average_precision,10,-0.0005216402653249741,0.00823109538095258,-0.006409811189938128,0.00536653065928818,0.84375,-0.06337434341146038,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.02,roc_auc,10,0.008696437367930155,0.012019533447990907,9.818110915201482e-05,0.017294693626708296,0.041015625,0.7235253685644333,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.02,roc_auc,10,0.008077430482491366,0.006075225989660316,0.003731475615348012,0.01242338534963472,0.00390625,1.3295687265360479,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.02,roc_auc,10,-0.0006190068854387887,0.01051721723413218,-0.00814257086565483,0.006904557094777254,0.86328125,-0.05885652750709447,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.02,recall,10,0.11349531615925061,0.08586143701748936,0.052073744230706695,0.17491688808779454,0.00390625,1.321842728256836,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.02,recall,10,0.12014051522248241,0.06477140635411335,0.07380584237649038,0.16647518806847444,0.001953125,1.8548387627351988,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.02,recall,10,0.006645199063231822,0.05925735559076943,-0.03574495948923186,0.0490353576156955,0.73046875,0.11214133666583917,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,0.00661592505854801,0.005897256942359195,0.0023972815784436777,0.010834568538652342,0.01171875,1.1218648132874658,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,0.0055327868852459005,0.004961154551567306,0.0019837907151067416,0.009081783055385059,0.009765625,1.1152216339436567,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,-0.0010831381733021096,0.005234965489322328,-0.004828006888699466,0.002661730542095247,0.552734375,-0.20690454894332513,4,0,6,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.02,precision,10,-0.004816146130595,0.00586545849744441,-0.00901204237352985,-0.00062024988766015,0.041015625,-0.8211030958097143,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.02,precision,10,-0.003487393261386773,0.005115234846422172,-0.007146611834527079,0.00017182531175353316,0.060546875,-0.6817660119409795,3,0,7,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.02,precision,10,0.0013287528692082274,0.005733878145035586,-0.0027730164599385917,0.005430522198355046,0.46875,0.23173720047724886,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.02,f1,10,0.0670707290373411,0.05326129851235874,0.028969891324618774,0.10517156675006342,0.00390625,1.2592770155946915,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.02,f1,10,0.07105271447137672,0.041776970907041876,0.04116726982175035,0.1009381591210031,0.001953125,1.7007627151685178,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.02,f1,10,0.003981985434035618,0.03713586901474941,-0.022583414925543787,0.03054738579361502,0.74609375,0.10722747412896344,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.02,average_precision,10,0.003982366007580285,0.009338164301138966,-0.0026977543144932553,0.010662486329653824,0.21875,0.42646133427900385,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.02,average_precision,10,0.00596502139763293,0.004679356849097689,0.00261761116004706,0.0093124316352188,0.001953125,1.274752405083864,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.02,average_precision,10,0.0019826553900526454,0.009030384759952464,-0.004477292711711208,0.008442603491816499,0.51953125,0.21955381113385494,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.02,roc_auc,10,0.0005392467051319571,0.011914767964993715,-0.007984064841874937,0.00906255825213885,0.890625,0.04525868289808878,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.02,roc_auc,10,0.0037834080151814,0.004573354721832175,0.0005118271313843698,0.00705498889897843,0.0234375,0.8272719360954562,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.02,roc_auc,10,0.0032441613100494425,0.011431624674484013,-0.004933530347509406,0.011421852967608292,0.384765625,0.2837882980264897,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,recall,10,0.1539374325782093,0.11482782685613303,0.07179455363704117,0.23608031151937742,0.00390625,1.3405934501492953,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,recall,10,0.16537216828478968,0.08615676432745105,0.10373933192553772,0.22700500464404164,0.001953125,1.9194333674866109,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.02,recall,10,0.011434735706580369,0.07995113365253627,-0.045758859893358234,0.06862833130651896,0.66015625,0.14302155809666406,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,0.004638619201725998,0.009140056527091343,-0.0018997833560525975,0.011177021759504593,0.1484375,0.5075044326013762,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,0.00857605177993528,0.006729341728042963,0.003762170702024237,0.013389932857846325,0.00390625,1.2744265526294472,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.02,empirical_fpr,10,0.003937432578209284,0.006022610772962077,-0.0003708836303089125,0.008245748786727479,0.078125,0.6537750365482695,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,precision,10,-0.000559433679310084,0.009389471861334348,-0.007276257218898802,0.006157389860278635,0.875,-0.059580952749197794,4,0,6,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,precision,10,-0.005024276912408509,0.0072754573413848726,-0.010228825565791747,0.00018027174097472783,0.06640625,-0.6905788429036608,2,0,8,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.02,precision,10,-0.004464843233098426,0.005926351656472882,-0.008704299817871741,-0.00022538664832511077,0.044921875,-0.7533881706499533,1,0,9,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,f1,10,0.09960483683258957,0.07698160407144976,0.04453551472601787,0.15467415893916125,0.00390625,1.2938784276324284,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,f1,10,0.10377473550288303,0.06065872258168711,0.060382099395642284,0.14716737161012378,0.001953125,1.7107965859837058,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.02,f1,10,0.00416989867029346,0.052649305554310105,-0.03349314565347254,0.04183294299405946,0.814453125,0.0792013992661693,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,average_precision,10,0.013305244020429962,0.012405781152047237,0.004430682799132987,0.022179805241726937,0.009765625,1.0725035253611817,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,average_precision,10,0.01278380202970152,0.008052325306779856,0.007023515512231871,0.01854408854717117,0.001953125,1.587591353138438,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.02,average_precision,10,-0.000521441990728444,0.009051775507725216,-0.00699669211163579,0.005953808130178902,0.87109375,-0.057606597764540295,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,roc_auc,10,0.010053541775036067,0.01363638717996681,0.000298658033115946,0.01980842551695619,0.03515625,0.7372584572698043,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.02,roc_auc,10,0.009956867509417188,0.007547650279069979,0.004557603758299658,0.015356131260534719,0.00390625,1.319200962056773,9,0,1,
