representation,classifier,seed,label_budget,n_train,scenario,n_test,target_fpr,threshold,calibration_empirical_fpr,calibration_recall,fit_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
BASE,XGBOOST,62,0.1,400,IID_ORIGINAL,3051,0.02,0.9508956074714662,0.01990632318501171,0.4900662251655629,2.021954889000881,0.8075275314042074,0.8592920211287711,0.8935018050541517,0.4678638941398866,0.6141439205955335,0.02960361264425489,495,59,1934,563,0.3467715503113733
BASE,XGBOOST,62,0.1,400,IID_BALANCED,2116,0.02,0.9508956074714662,0.01990632318501171,0.4900662251655629,2.021954889000881,0.8742213011965463,0.8592772324284146,0.9339622641509434,0.4678638941398866,0.6234256926952141,0.0330812854442344,495,35,1023,563,0.5
BASE,XGBOOST,62,0.1,400,TEMPORAL,8000,0.02,0.9508956074714662,0.01990632318501171,0.4900662251655629,2.021954889000881,0.8745946672473406,0.8690326874999998,0.9430199430199431,0.41375,0.575152041702867,0.025,1655,100,3900,2345,0.5
BASE,XGBOOST,62,0.1,400,DOMAIN_OOD,3858,0.02,0.9508956074714662,0.01990632318501171,0.4900662251655629,2.021954889000881,0.8205223580859157,0.8310749599372863,0.8939617083946981,0.3146708138932089,0.46549079754601225,0.03732503888024884,607,72,1857,1322,0.5
BASE,XGBOOST,62,0.1,400,TEMPLATE_OOD,6832,0.02,0.9508956074714662,0.01990632318501171,0.4900662251655629,2.021954889000881,0.8669573839613183,0.8621178953978796,0.9366149696561025,0.406615925058548,0.5670545009185548,0.027517564402810304,1389,94,3322,2027,0.5
BASE,XGBOOST,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9508956074714662,0.01990632318501171,0.4900662251655629,2.021954889000881,0.8084818929786752,0.8170168235914301,0.8854337152209493,0.2918015102481122,0.4389452332657201,0.037756202804746494,541,70,1784,1313,0.5
BASE,MLP,62,0.1,400,IID_ORIGINAL,3051,0.005,0.9913244247436525,0.00468384074941452,0.3686534216335541,0.28249237300042296,0.8362381618436692,0.8816647491171843,0.978021978021978,0.33648393194706994,0.5007032348804501,0.004014049172102358,356,8,1985,702,0.3467715503113733
BASE,MLP,62,0.1,400,IID_BALANCED,2116,0.005,0.9913244247436525,0.00468384074941452,0.3686534216335541,0.28249237300042296,0.8955781104488114,0.8828513334357725,0.9861495844875346,0.33648393194706994,0.5017618040873855,0.004725897920604915,356,5,1053,702,0.5
BASE,MLP,62,0.1,400,TEMPORAL,8000,0.005,0.9913244247436525,0.00468384074941452,0.3686534216335541,0.28249237300042296,0.9027186686156339,0.8938602499999999,0.9860594795539034,0.26525,0.4180457052797478,0.00375,1061,15,3985,2939,0.5
BASE,MLP,62,0.1,400,DOMAIN_OOD,3858,0.005,0.9913244247436525,0.00468384074941452,0.3686534216335541,0.28249237300042296,0.8575769392740427,0.8538121455796914,0.9706744868035191,0.1715914981855884,0.2916299559471366,0.005184033177812338,331,10,1919,1598,0.5
BASE,MLP,62,0.1,400,TEMPLATE_OOD,6832,0.005,0.9913244247436525,0.00468384074941452,0.3686534216335541,0.28249237300042296,0.895623829678643,0.8864090634238108,0.9850230414746544,0.2502927400468384,0.39915966386554624,0.0038056206088992973,855,13,3403,2561,0.5
BASE,MLP,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9913244247436525,0.00468384074941452,0.3686534216335541,0.28249237300042296,0.8469133235837831,0.8421041300828903,0.9724137931034482,0.15210355987055016,0.2630597014925373,0.004314994606256742,282,8,1846,1572,0.5
BASE,MLP,62,0.1,400,IID_ORIGINAL,3051,0.01,0.9880822896957399,0.00936768149882904,0.39514348785871967,0.28249237300042296,0.8362381618436692,0.8816647491171843,0.969309462915601,0.35822306238185253,0.52311939268461,0.006021073758153537,379,12,1981,679,0.3467715503113733
BASE,MLP,62,0.1,400,IID_BALANCED,2116,0.01,0.9880822896957399,0.00936768149882904,0.39514348785871967,0.28249237300042296,0.8955781104488114,0.8828513334357725,0.9844155844155844,0.35822306238185253,0.5252945252945252,0.005671077504725898,379,6,1052,679,0.5
BASE,MLP,62,0.1,400,TEMPORAL,8000,0.01,0.9880822896957399,0.00936768149882904,0.39514348785871967,0.28249237300042296,0.9027186686156339,0.8938602499999999,0.9838022165387894,0.2885,0.44616276821960177,0.00475,1154,19,3981,2846,0.5
BASE,MLP,62,0.1,400,DOMAIN_OOD,3858,0.01,0.9880822896957399,0.00936768149882904,0.39514348785871967,0.28249237300042296,0.8575769392740427,0.8538121455796914,0.9712793733681462,0.19284603421461896,0.3217993079584775,0.005702436495593572,372,11,1918,1557,0.5
BASE,MLP,62,0.1,400,TEMPLATE_OOD,6832,0.01,0.9880822896957399,0.00936768149882904,0.39514348785871967,0.28249237300042296,0.895623829678643,0.8864090634238108,0.9831756046267087,0.273711943793911,0.4282115869017632,0.00468384074941452,935,16,3400,2481,0.5
BASE,MLP,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9880822896957399,0.00936768149882904,0.39514348785871967,0.28249237300042296,0.8469133235837831,0.8421041300828903,0.9728915662650602,0.17421790722761596,0.29551692589204026,0.0048543689320388345,323,9,1845,1531,0.5
BASE,MLP,62,0.1,400,IID_ORIGINAL,3051,0.02,0.97159081697464,0.01990632318501171,0.45695364238410596,0.28249237300042296,0.8362381618436692,0.8816647491171843,0.9449152542372882,0.4215500945179584,0.5830065359477125,0.013045659809332665,446,26,1967,612,0.3467715503113733
BASE,MLP,62,0.1,400,IID_BALANCED,2116,0.02,0.97159081697464,0.01990632318501171,0.45695364238410596,0.28249237300042296,0.8955781104488114,0.8828513334357725,0.9780701754385965,0.4215500945179584,0.5891677675033025,0.00945179584120983,446,10,1048,612,0.5
BASE,MLP,62,0.1,400,TEMPORAL,8000,0.02,0.97159081697464,0.01990632318501171,0.45695364238410596,0.28249237300042296,0.9027186686156339,0.8938602499999999,0.9698189134808853,0.3615,0.5266800218539428,0.01125,1446,45,3955,2554,0.5
BASE,MLP,62,0.1,400,DOMAIN_OOD,3858,0.02,0.97159081697464,0.01990632318501171,0.45695364238410596,0.28249237300042296,0.8575769392740427,0.8538121455796914,0.9460500963391136,0.2545360290305858,0.4011437908496732,0.014515292897874546,491,28,1901,1438,0.5
BASE,MLP,62,0.1,400,TEMPLATE_OOD,6832,0.02,0.97159081697464,0.01990632318501171,0.45695364238410596,0.28249237300042296,0.895623829678643,0.8864090634238108,0.9667497921862012,0.34045667447306793,0.5035722017752761,0.0117096018735363,1163,40,3376,2253,0.5
BASE,MLP,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.97159081697464,0.01990632318501171,0.45695364238410596,0.28249237300042296,0.8469133235837831,0.8421041300828903,0.9424778761061947,0.2297734627831715,0.36947094535993064,0.014023732470334413,426,26,1828,1428,0.5
DAPT,LOGREG,62,0.1,400,IID_ORIGINAL,3051,0.005,0.9910168246075871,0.00468384074941452,0.3355408388520971,0.026066489999720943,0.8447922241366416,0.8766931898696476,0.9673024523160763,0.33553875236294894,0.4982456140350877,0.006021073758153537,355,12,1981,703,0.3467715503113733
DAPT,LOGREG,62,0.1,400,IID_BALANCED,2116,0.005,0.9910168246075871,0.00468384074941452,0.3355408388520971,0.026066489999720943,0.8944329079753368,0.8751085437802181,0.9673024523160763,0.33553875236294894,0.4982456140350877,0.011342155009451797,355,12,1046,703,0.5
DAPT,LOGREG,62,0.1,400,TEMPORAL,8000,0.005,0.9910168246075871,0.00468384074941452,0.3355408388520971,0.026066489999720943,0.9172683850667207,0.9047348749999999,0.9876190476190476,0.25925,0.41069306930693067,0.00325,1037,13,3987,2963,0.5
DAPT,LOGREG,62,0.1,400,DOMAIN_OOD,3858,0.005,0.9910168246075871,0.00468384074941452,0.3355408388520971,0.026066489999720943,0.8823391287185185,0.8722572527419075,0.9779951100244498,0.20736132711249353,0.3421727972626176,0.004665629860031105,400,9,1920,1529,0.5
DAPT,LOGREG,62,0.1,400,TEMPLATE_OOD,6832,0.005,0.9910168246075871,0.00468384074941452,0.3355408388520971,0.026066489999720943,0.9100590359997753,0.8981961351458079,0.9844868735083532,0.24151053864168617,0.38787023977433005,0.0038056206088992973,825,13,3403,2591,0.5
DAPT,LOGREG,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9910168246075871,0.00468384074941452,0.3355408388520971,0.026066489999720943,0.8720204556612519,0.8601068391733551,0.9754098360655737,0.1925566343042071,0.3216216216216216,0.0048543689320388345,357,9,1845,1497,0.5
DAPT,LOGREG,62,0.1,400,IID_ORIGINAL,3051,0.01,0.9823117668436095,0.00936768149882904,0.4370860927152318,0.026066489999720943,0.8447922241366416,0.8766931898696476,0.961038961038961,0.41965973534971646,0.5842105263157895,0.009031610637230306,444,18,1975,614,0.3467715503113733
DAPT,LOGREG,62,0.1,400,IID_BALANCED,2116,0.01,0.9823117668436095,0.00936768149882904,0.4370860927152318,0.026066489999720943,0.8944329079753368,0.8751085437802181,0.9652173913043478,0.41965973534971646,0.5849802371541502,0.015122873345935728,444,16,1042,614,0.5
DAPT,LOGREG,62,0.1,400,TEMPORAL,8000,0.01,0.9823117668436095,0.00936768149882904,0.4370860927152318,0.026066489999720943,0.9172683850667207,0.9047348749999999,0.9846359385437542,0.3685,0.5362925231944697,0.00575,1474,23,3977,2526,0.5
DAPT,LOGREG,62,0.1,400,DOMAIN_OOD,3858,0.01,0.9823117668436095,0.00936768149882904,0.4370860927152318,0.026066489999720943,0.8823391287185185,0.8722572527419075,0.97,0.30171073094867806,0.46026097271648875,0.00933125972006221,582,18,1911,1347,0.5
DAPT,LOGREG,62,0.1,400,TEMPLATE_OOD,6832,0.01,0.9823117668436095,0.00936768149882904,0.4370860927152318,0.026066489999720943,0.9100590359997753,0.8981961351458079,0.9820261437908496,0.3518735362997658,0.5181034482758621,0.006440281030444965,1202,22,3394,2214,0.5
DAPT,LOGREG,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9823117668436095,0.00936768149882904,0.4370860927152318,0.026066489999720943,0.8720204556612519,0.8601068391733551,0.9685767097966729,0.2826321467098166,0.43757828810020877,0.009169363538295576,524,17,1837,1330,0.5
DAPT,LOGREG,62,0.1,400,IID_ORIGINAL,3051,0.02,0.9537952151827576,0.01990632318501171,0.5629139072847682,0.026066489999720943,0.8447922241366416,0.8766931898696476,0.9370748299319728,0.5207939508506616,0.669501822600243,0.018564977420973405,551,37,1956,507,0.3467715503113733
DAPT,LOGREG,62,0.1,400,IID_BALANCED,2116,0.02,0.9537952151827576,0.01990632318501171,0.5629139072847682,0.026066489999720943,0.8944329079753368,0.8751085437802181,0.9549393414211439,0.5207939508506616,0.674006116207951,0.024574669187145556,551,26,1032,507,0.5
DAPT,LOGREG,62,0.1,400,TEMPORAL,8000,0.02,0.9537952151827576,0.01990632318501171,0.5629139072847682,0.026066489999720943,0.9172683850667207,0.9047348749999999,0.9735376044568245,0.52425,0.6815079623009425,0.01425,2097,57,3943,1903,0.5
DAPT,LOGREG,62,0.1,400,DOMAIN_OOD,3858,0.02,0.9537952151827576,0.01990632318501171,0.5629139072847682,0.026066489999720943,0.8823391287185185,0.8722572527419075,0.9533851276359601,0.4453084499740798,0.6070671378091873,0.02177293934681182,859,42,1887,1070,0.5
DAPT,LOGREG,62,0.1,400,TEMPLATE_OOD,6832,0.02,0.9537952151827576,0.01990632318501171,0.5629139072847682,0.026066489999720943,0.9100590359997753,0.8981961351458079,0.9699499165275459,0.5102459016393442,0.668712833301362,0.015807962529274005,1743,54,3362,1673,0.5
DAPT,LOGREG,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9537952151827576,0.01990632318501171,0.5629139072847682,0.026066489999720943,0.8720204556612519,0.8601068391733551,0.9532934131736527,0.42934196332254587,0.5920416511714391,0.021035598705501618,796,39,1815,1058,0.5
DAPT,XGBOOST,62,0.1,400,IID_ORIGINAL,3051,0.005,0.9911448359489442,0.00468384074941452,0.30022075055187636,1.9298476670001037,0.8129530012469524,0.8652137395819205,0.9573170731707317,0.29678638941398866,0.4531024531024531,0.007024586051179127,314,14,1979,744,0.3467715503113733
DAPT,XGBOOST,62,0.1,400,IID_BALANCED,2116,0.005,0.9911448359489442,0.00468384074941452,0.30022075055187636,1.9298476670001037,0.8761365495633893,0.8619077440403657,0.9751552795031055,0.29678638941398866,0.45507246376811594,0.007561436672967864,314,8,1050,744,0.5
DAPT,XGBOOST,62,0.1,400,TEMPORAL,8000,0.005,0.9911448359489442,0.00468384074941452,0.30022075055187636,1.9298476670001037,0.8788812495487968,0.86855725,0.9707174231332357,0.16575,0.28315182575272263,0.005,663,20,3980,3337,0.5
DAPT,XGBOOST,62,0.1,400,DOMAIN_OOD,3858,0.005,0.9911448359489442,0.00468384074941452,0.30022075055187636,1.9298476670001037,0.827995800396789,0.827045173648987,0.9223300970873787,0.09849663037843442,0.17798594847775176,0.00829445308449974,190,16,1913,1739,0.5
DAPT,XGBOOST,62,0.1,400,TEMPLATE_OOD,6832,0.005,0.9911448359489442,0.00468384074941452,0.30022075055187636,1.9298476670001037,0.8741530567568649,0.8639588326596426,0.9667250437828371,0.16159250585480095,0.2768999247554552,0.0055620608899297425,552,19,3397,2864,0.5
DAPT,XGBOOST,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9911448359489442,0.00468384074941452,0.30022075055187636,1.9298476670001037,0.8162984892678954,0.8093180842261811,0.9222797927461139,0.09600862998921252,0.17391304347826086,0.008090614886731391,178,15,1839,1676,0.5
DAPT,XGBOOST,62,0.1,400,IID_ORIGINAL,3051,0.01,0.984684705734253,0.00936768149882904,0.3686534216335541,1.9298476670001037,0.8129530012469524,0.8652137395819205,0.9381188118811881,0.35822306238185253,0.518467852257182,0.012543903662819869,379,25,1968,679,0.3467715503113733
DAPT,XGBOOST,62,0.1,400,IID_BALANCED,2116,0.01,0.984684705734253,0.00936768149882904,0.3686534216335541,1.9298476670001037,0.8761365495633893,0.8619077440403657,0.9643765903307888,0.35822306238185253,0.5223983459682977,0.013232514177693762,379,14,1044,679,0.5
DAPT,XGBOOST,62,0.1,400,TEMPORAL,8000,0.01,0.984684705734253,0.00936768149882904,0.3686534216335541,1.9298476670001037,0.8788812495487968,0.86855725,0.9685279187817258,0.2385,0.3827482447342026,0.00775,954,31,3969,3046,0.5
DAPT,XGBOOST,62,0.1,400,DOMAIN_OOD,3858,0.01,0.984684705734253,0.00936768149882904,0.3686534216335541,1.9298476670001037,0.827995800396789,0.827045173648987,0.9327217125382263,0.15811301192327631,0.2703900709219858,0.011404872991187144,305,22,1907,1624,0.5
DAPT,XGBOOST,62,0.1,400,TEMPLATE_OOD,6832,0.01,0.984684705734253,0.00936768149882904,0.3686534216335541,1.9298476670001037,0.8741530567568649,0.8639588326596426,0.9652694610778443,0.23594847775175645,0.37920489296636084,0.008489461358313818,806,29,3387,2610,0.5
DAPT,XGBOOST,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.984684705734253,0.00936768149882904,0.3686534216335541,1.9298476670001037,0.8162984892678954,0.8093180842261811,0.9351851851851852,0.1634304207119741,0.27823691460055094,0.011326860841423949,303,21,1833,1551,0.5
DAPT,XGBOOST,62,0.1,400,IID_ORIGINAL,3051,0.02,0.9676225185394288,0.01990632318501171,0.4503311258278146,1.9298476670001037,0.8129530012469524,0.8652137395819205,0.9138276553106213,0.43100189035916825,0.5857418111753372,0.021575514300050176,456,43,1950,602,0.3467715503113733
DAPT,XGBOOST,62,0.1,400,IID_BALANCED,2116,0.02,0.9676225185394288,0.01990632318501171,0.4503311258278146,1.9298476670001037,0.8761365495633893,0.8619077440403657,0.9480249480249481,0.43100189035916825,0.5925925925925926,0.023629489603024575,456,25,1033,602,0.5
DAPT,XGBOOST,62,0.1,400,TEMPORAL,8000,0.02,0.9676225185394288,0.01990632318501171,0.4503311258278146,1.9298476670001037,0.8788812495487968,0.86855725,0.952544704264099,0.34625,0.5078841217455079,0.01725,1385,69,3931,2615,0.5
DAPT,XGBOOST,62,0.1,400,DOMAIN_OOD,3858,0.02,0.9676225185394288,0.01990632318501171,0.4503311258278146,1.9298476670001037,0.827995800396789,0.827045173648987,0.9203539823008849,0.26956972524624156,0.4170008019246191,0.02332814930015552,520,45,1884,1409,0.5
DAPT,XGBOOST,62,0.1,400,TEMPLATE_OOD,6832,0.02,0.9676225185394288,0.01990632318501171,0.4503311258278146,1.9298476670001037,0.8741530567568649,0.8639588326596426,0.9488636363636364,0.3422131147540984,0.5030120481927711,0.018442622950819672,1169,63,3353,2247,0.5
DAPT,XGBOOST,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9676225185394288,0.01990632318501171,0.4503311258278146,1.9298476670001037,0.8162984892678954,0.8093180842261811,0.9188191881918819,0.2686084142394822,0.41569282136894825,0.023732470334412083,498,44,1810,1356,0.5
DAPT,MLP,62,0.1,400,IID_ORIGINAL,3051,0.005,0.9856083393096925,0.00468384074941452,0.34216335540838855,0.24610348100031842,0.8294513824992022,0.8760799850516506,0.9715762273901809,0.3553875236294896,0.5204152249134948,0.0055193176116407425,376,11,1982,682,0.3467715503113733
DAPT,MLP,62,0.1,400,IID_BALANCED,2116,0.005,0.9856083393096925,0.00468384074941452,0.34216335540838855,0.24610348100031842,0.8857103436900917,0.8750192073355942,0.9740932642487047,0.3553875236294896,0.5207756232686981,0.00945179584120983,376,10,1048,682,0.5
DAPT,MLP,62,0.1,400,TEMPORAL,8000,0.005,0.9856083393096925,0.00468384074941452,0.34216335540838855,0.24610348100031842,0.8907261849840948,0.8823901875000001,0.9848320693391116,0.22725,0.3692870201096892,0.0035,909,14,3986,3091,0.5
DAPT,MLP,62,0.1,400,DOMAIN_OOD,3858,0.005,0.9856083393096925,0.00468384074941452,0.34216335540838855,0.24610348100031842,0.8427640129600927,0.8398835164675691,0.967741935483871,0.13996889580093314,0.24456521739130435,0.004665629860031105,270,9,1920,1659,0.5
DAPT,MLP,62,0.1,400,TEMPLATE_OOD,6832,0.005,0.9856083393096925,0.00468384074941452,0.34216335540838855,0.24610348100031842,0.8830188557989804,0.873872402360568,0.9808743169398907,0.2101873536299766,0.3461909353905497,0.004098360655737705,718,14,3402,2698,0.5
DAPT,MLP,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9856083393096925,0.00468384074941452,0.34216335540838855,0.24610348100031842,0.8277158346823756,0.8253759619423993,0.9628099173553719,0.1256742179072276,0.22232824427480916,0.0048543689320388345,233,9,1845,1621,0.5
DAPT,MLP,62,0.1,400,IID_ORIGINAL,3051,0.01,0.9732083082199098,0.00936768149882904,0.39072847682119205,0.24610348100031842,0.8294513824992022,0.8760799850516506,0.9510022271714922,0.40359168241965976,0.5666887856668879,0.011038635223281485,427,22,1971,631,0.3467715503113733
DAPT,MLP,62,0.1,400,IID_BALANCED,2116,0.01,0.9732083082199098,0.00936768149882904,0.39072847682119205,0.24610348100031842,0.8857103436900917,0.8750192073355942,0.9573991031390134,0.40359168241965976,0.5678191489361702,0.017958412098298678,427,19,1039,631,0.5
DAPT,MLP,62,0.1,400,TEMPORAL,8000,0.01,0.9732083082199098,0.00936768149882904,0.39072847682119205,0.24610348100031842,0.8907261849840948,0.8823901875000001,0.9782062028499581,0.29175,0.4494511842865396,0.0065,1167,26,3974,2833,0.5
DAPT,MLP,62,0.1,400,DOMAIN_OOD,3858,0.01,0.9732083082199098,0.00936768149882904,0.39072847682119205,0.24610348100031842,0.8427640129600927,0.8398835164675691,0.9522546419098143,0.18610679108346292,0.3113616652211622,0.00933125972006221,359,18,1911,1570,0.5
DAPT,MLP,62,0.1,400,TEMPLATE_OOD,6832,0.01,0.9732083082199098,0.00936768149882904,0.39072847682119205,0.24610348100031842,0.8830188557989804,0.873872402360568,0.9757894736842105,0.27137002341920374,0.4246449839670179,0.006733021077283372,927,23,3393,2489,0.5
DAPT,MLP,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9732083082199098,0.00936768149882904,0.39072847682119205,0.24610348100031842,0.8277158346823756,0.8253759619423993,0.9501557632398754,0.1645091693635383,0.28045977011494255,0.008629989212513484,305,16,1838,1549,0.5
DAPT,MLP,62,0.1,400,IID_ORIGINAL,3051,0.02,0.9461587071418763,0.01990632318501171,0.46578366445916114,0.24610348100031842,0.8294513824992022,0.8760799850516506,0.9369202226345084,0.4773156899810964,0.6324358171571697,0.017059708981435023,505,34,1959,553,0.3467715503113733
DAPT,MLP,62,0.1,400,IID_BALANCED,2116,0.02,0.9461587071418763,0.01990632318501171,0.46578366445916114,0.24610348100031842,0.8857103436900917,0.8750192073355942,0.9546313799621928,0.4773156899810964,0.6364209199747952,0.022684310018903593,505,24,1034,553,0.5
DAPT,MLP,62,0.1,400,TEMPORAL,8000,0.02,0.9461587071418763,0.01990632318501171,0.46578366445916114,0.24610348100031842,0.8907261849840948,0.8823901875000001,0.9653564290473018,0.36225,0.5268133066715143,0.013,1449,52,3948,2551,0.5
DAPT,MLP,62,0.1,400,DOMAIN_OOD,3858,0.02,0.9461587071418763,0.01990632318501171,0.46578366445916114,0.24610348100031842,0.8427640129600927,0.8398835164675691,0.9360902255639098,0.2581648522550544,0.4047135310849248,0.01762571280456195,498,34,1895,1431,0.5
DAPT,MLP,62,0.1,400,TEMPLATE_OOD,6832,0.02,0.9461587071418763,0.01990632318501171,0.46578366445916114,0.24610348100031842,0.8830188557989804,0.873872402360568,0.9643765903307888,0.33284543325526933,0.494885745375408,0.012295081967213115,1137,42,3374,2279,0.5
DAPT,MLP,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9461587071418763,0.01990632318501171,0.46578366445916114,0.24610348100031842,0.8277158346823756,0.8253759619423993,0.9298642533936652,0.22168284789644013,0.35801393728222997,0.016720604099244876,411,31,1823,1443,0.5
CONTRASTIVE,LOGREG,62,0.1,400,IID_ORIGINAL,3051,0.005,0.9974019863911575,0.00468384074941452,0.08609271523178808,0.018519208000725484,0.7619641670504729,0.8344441841340723,0.9435483870967742,0.11058601134215501,0.19796954314720813,0.0035122930255895636,117,7,1986,941,0.3467715503113733
CONTRASTIVE,LOGREG,62,0.1,400,IID_BALANCED,2116,0.005,0.9974019863911575,0.00468384074941452,0.08609271523178808,0.018519208000725484,0.8448166772981169,0.8361462401863915,0.9590163934426229,0.11058601134215501,0.19830508474576272,0.004725897920604915,117,5,1053,941,0.5
CONTRASTIVE,LOGREG,62,0.1,400,TEMPORAL,8000,0.005,0.9974019863911575,0.00468384074941452,0.08609271523178808,0.018519208000725484,0.8412689281460776,0.82456725,0.9670886075949368,0.0955,0.1738339021615472,0.00325,382,13,3987,3618,0.5
CONTRASTIVE,LOGREG,62,0.1,400,DOMAIN_OOD,3858,0.005,0.9974019863911575,0.00468384074941452,0.08609271523178808,0.018519208000725484,0.7960954474196011,0.7815611276521811,0.9435483870967742,0.060653188180404355,0.11397954213346323,0.0036288232244686366,117,7,1922,1812,0.5
CONTRASTIVE,LOGREG,62,0.1,400,TEMPLATE_OOD,6832,0.005,0.9974019863911575,0.00468384074941452,0.08609271523178808,0.018519208000725484,0.8391096737565418,0.8200918737556835,0.967930029154519,0.09718969555035128,0.17664272412875764,0.0032201405152224825,332,11,3405,3084,0.5
CONTRASTIVE,LOGREG,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9974019863911575,0.00468384074941452,0.08609271523178808,0.018519208000725484,0.789547047218567,0.7695012620311894,0.95,0.061488673139158574,0.11550151975683891,0.003236245954692557,114,6,1848,1740,0.5
CONTRASTIVE,LOGREG,62,0.1,400,IID_ORIGINAL,3051,0.01,0.991758877288978,0.00936768149882904,0.16556291390728478,0.018519208000725484,0.7619641670504729,0.8344441841340723,0.9333333333333333,0.21172022684310018,0.34514637904468415,0.008028098344204716,224,16,1977,834,0.3467715503113733
CONTRASTIVE,LOGREG,62,0.1,400,IID_BALANCED,2116,0.01,0.991758877288978,0.00936768149882904,0.16556291390728478,0.018519208000725484,0.8448166772981169,0.8361462401863915,0.9572649572649573,0.21172022684310018,0.34674922600619196,0.00945179584120983,224,10,1048,834,0.5
CONTRASTIVE,LOGREG,62,0.1,400,TEMPORAL,8000,0.01,0.991758877288978,0.00936768149882904,0.16556291390728478,0.018519208000725484,0.8412689281460776,0.82456725,0.9591315453384419,0.18775,0.31402885218482124,0.008,751,32,3968,3249,0.5
CONTRASTIVE,LOGREG,62,0.1,400,DOMAIN_OOD,3858,0.01,0.991758877288978,0.00936768149882904,0.16556291390728478,0.018519208000725484,0.7960954474196011,0.7815611276521811,0.9335664335664335,0.13841368584758942,0.24108352144469525,0.009849663037843442,267,19,1910,1662,0.5
CONTRASTIVE,LOGREG,62,0.1,400,TEMPLATE_OOD,6832,0.01,0.991758877288978,0.00936768149882904,0.16556291390728478,0.018519208000725484,0.8391096737565418,0.8200918737556835,0.9632892804698973,0.1920374707259953,0.3202343177935074,0.007318501170960188,656,25,3391,2760,0.5
CONTRASTIVE,LOGREG,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.01,0.991758877288978,0.00936768149882904,0.16556291390728478,0.018519208000725484,0.789547047218567,0.7695012620311894,0.9390681003584229,0.1413160733549083,0.24566338490389122,0.009169363538295576,262,17,1837,1592,0.5
CONTRASTIVE,LOGREG,62,0.1,400,IID_ORIGINAL,3051,0.02,0.9757799261608474,0.01990632318501171,0.27593818984547464,0.018519208000725484,0.7619641670504729,0.8344441841340723,0.884514435695538,0.31852551984877125,0.4683808200138985,0.02207727044656297,337,44,1949,721,0.3467715503113733
CONTRASTIVE,LOGREG,62,0.1,400,IID_BALANCED,2116,0.02,0.9757799261608474,0.01990632318501171,0.27593818984547464,0.018519208000725484,0.8448166772981169,0.8361462401863915,0.928374655647383,0.31852551984877125,0.47431386347642507,0.024574669187145556,337,26,1032,721,0.5
CONTRASTIVE,LOGREG,62,0.1,400,TEMPORAL,8000,0.02,0.9757799261608474,0.01990632318501171,0.27593818984547464,0.018519208000725484,0.8412689281460776,0.82456725,0.9475383373688459,0.2935,0.4481771330406566,0.01625,1174,65,3935,2826,0.5
CONTRASTIVE,LOGREG,62,0.1,400,DOMAIN_OOD,3858,0.02,0.9757799261608474,0.01990632318501171,0.27593818984547464,0.018519208000725484,0.7960954474196011,0.7815611276521811,0.9291845493562232,0.22446863659927424,0.3615866388308977,0.017107309486780714,433,33,1896,1496,0.5
CONTRASTIVE,LOGREG,62,0.1,400,TEMPLATE_OOD,6832,0.02,0.9757799261608474,0.01990632318501171,0.27593818984547464,0.018519208000725484,0.8391096737565418,0.8200918737556835,0.950523311132255,0.2924473067915691,0.44728005372733376,0.01522248243559719,999,52,3364,2417,0.5
CONTRASTIVE,LOGREG,62,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9757799261608474,0.01990632318501171,0.27593818984547464,0.018519208000725484,0.789547047218567,0.7695012620311894,0.9377777777777778,0.22761596548004315,0.3663194444444444,0.015102481121898598,422,28,1826,1432,0.5
CONTRASTIVE,XGBOOST,62,0.1,400,IID_ORIGINAL,3051,0.005,0.9943422079086305,0.00468384074941452,0.05739514348785872,2.7412418579997393,0.7094222562985943,0.8055761327216145,0.9240506329113924,0.06899810964083176,0.1284080914687775,0.0030105368790767687,73,6,1987,985,0.3467715503113733
CONTRASTIVE,XGBOOST,62,0.1,400,IID_BALANCED,2116,0.005,0.9943422079086305,0.00468384074941452,0.05739514348785872,2.7412418579997393,0.8071760709601057,0.8051098659595984,0.948051948051948,0.06899810964083176,0.12863436123348018,0.003780718336483932,73,4,1054,985,0.5
